,0
76ae7016-8a64-41a8-a432-ae9941a3a3fb,Epi
245da38b-16f2-41a8-b54c-432ea3b500e4,Epi
5002df0f-17ab-4e65-916f-b8e080fa0c7c,Epi
0067f383-a26e-4b2f-b0e8-72bc9b654ed5,Epi
79eb39dd-5fd7-49a7-bb8b-edf3a498c328,Epi
cdfb424e-01dd-492f-baeb-8658c4f81b62,Epi
726f1b2a-de78-4608-a369-d8ba760e906d,Epi
e6640cc8-d5a3-4bb2-ba26-8dcd43c3a7d6,Epi
022f1919-3bba-4a76-86c2-3d28276a0278,Epi
521bbe3a-40c1-43d1-a561-86ef781cc719,Myeloid
80a1fb4a-4833-4d36-9bfe-e999566cd634,Epi
f0b0174d-6c8f-4bca-a814-6b0d8a48401c,Epi
8b755dc4-644e-443c-9794-f052d0a213fc,Epi
647e4b6f-65df-41c8-9dbf-f92bb891cdf2,Epi
f8d3aa04-4f4a-4fa2-8149-5209163cf68e,Epi
7b3e9a1d-aa26-43d3-85ef-08d154693660,Epi
19043ace-6c1f-40ce-8c6c-43d0dade6322,Epi
f04a79ad-9b7e-44e3-b23e-2eee69ecebaf,Epi
1012e562-4f1e-405a-887a-04833b0026a9,Epi
f81adf9e-7db4-4279-9cbe-eabd9ae5d8d3,Epi
247d6cd7-d6b0-43d5-ac53-ae8a59e75f76,Epi
131045be-f949-419c-8fb8-43aa13e94b30,Epi
3541ebc3-cea4-40c2-97b7-74dd2311fb96,Epi
892b6839-8c4f-4a7f-9434-1c05ac01d0cf,Epi
401ac26e-48d8-4fd8-a0b4-c3491aa5fb4f,Epi
92e852d2-497e-4ff4-b382-37be1ff653a8,Epi
a3250deb-026c-4435-9c90-b4932b58c1d0,Epi
4ab8e6d4-10d3-4a41-8559-f31c8e8a2a95,Epi
12954653-a7c8-4948-8d8f-8b3bb0731a11,Epi
8ad7da35-6280-489c-a862-ddc504b8346a,Epi
1339d3b8-6405-4d62-bef5-b0c763dbaa46,Epi
86ac0fa9-83ff-4e61-b872-794405887feb,Epi
c0c15828-125f-4d81-a5fe-5acff6d65fc0,Epi
7adc6c25-c5af-4311-a0dd-55ad6b981266,Epi
82800c32-f491-442b-835f-a079d9881de8,Epi
2df08a88-09a4-401b-9d58-253db3eeb8b3,Epi
791ef33a-5fb5-4cea-82b2-901668d0a496,Epi
ea798c2b-e9ec-4c43-9b20-b65d223048cd,Epi
e9425888-0bea-4b42-8b93-10652d1c5acb,Epi
6f4a8007-aeb8-4ba4-a497-63cf2919090f,Epi
e9e7142e-cdd1-4c93-b0ab-d96ee3e57b4b,Epi
c7efa7eb-5a61-41b0-8f31-6e88d8e7a50a,Epi
154334d2-a57a-462b-8d8d-bf3e2e53570c,Epi
efc3c9d8-e38e-4393-aed6-23d18403b3d8,Epi
a2ef5d3b-27db-4050-adcd-b4d70b30ccd9,Epi
8367a288-a00b-4f46-a934-6eb8a3d06d95,Epi
23aa1c8f-c8ea-4fdd-b4fb-0d7a6a12e300,Epi
67206d46-4703-4efb-86e3-b7fb2cf8cd0d,Epi
9e7c658e-231b-4a39-b8cd-2f302fff9273,Epi
d2eb522e-b20b-4731-8261-6f2397b4cab9,Epi
8a2bb89b-c688-41c3-a832-c25128534608,CD4_T
dba109bf-1c0e-4747-b59e-1e05441696a2,CD4_T
1ffcf3df-b332-4c39-971a-c48e1cd7e35f,CD4_T
1958cf25-8e67-43f5-b592-a7bb29a222ad,CD4_T
c76350ec-cead-4821-993d-e7c79073b502,Treg
bbf28cee-60d5-4b16-9551-9a65b54262e5,Treg
018dcad1-69fc-4d06-9e3b-12418ada95f6,Myeloid
b3cec094-01a9-4ac8-b5ee-01deb2884ab6,CD4_T
76a1fb99-e5fc-4a2c-a9d4-e64bca3fcd05,CD4_T
6da9a27d-6d86-445b-9b7e-161c3b5c2816,CD4_T
ad8b96aa-e608-4fcb-bd5c-6c46a319862c,Epi
fb834591-1a62-4987-a7e5-eb96e72a39fd,Epi
fa7116ec-0e76-4b2e-9b98-8d3b180d7811,Treg
79d853c1-f580-4656-931f-f4fac275fb2a,CD4_T
8c03ad15-488b-4fef-802a-443634fe6341,Epi
2d867221-b58f-4787-b8a3-ae313fcf6d62,CD4_T
938377bc-9a2a-44b5-b9cb-d66192863cf6,Treg
452b5883-8362-4804-9b58-acb13bb6c7c0,CD4_T
2b5eda41-adce-4dbd-b920-2f2c42ada35d,Treg
facf7b21-ea86-4d81-ba15-1c368929a69b,Treg
e25dbd56-2d43-4d97-b4af-d6b5d1505566,CD4_T
680d00cb-6dc6-459f-a404-53334688a696,Treg
8a4f0b0e-a360-4bff-bc6d-63359c3ed895,Treg
9b0ba38a-3951-4c54-932d-786c901b5555,Epi
4a82a4f7-f894-4374-9dd4-24f353b779ff,CD4_T
7a3ffed5-73e8-4439-a4b1-5842ac472f54,CD4_T
78785422-ac5c-448b-a56d-5fa610f6e8af,Treg
0ea0e8aa-80b7-453e-970e-243c8abe0d17,Myeloid
5007e8af-251b-492c-98a0-64942cacdcb4,Treg
ac4832ef-4624-4c12-801c-42c7f993d012,Treg
6f1475de-8d8b-41af-b754-5143216345b9,Epi
5af7c6ea-c5cb-4432-80e2-c4f262a601ad,Epi
c424f8ee-ef51-42af-a73e-4438a77ea5bc,Treg
23c55024-645d-4bd1-98f4-c4d999492a9e,CD4_T
bd9f77f3-9a9b-4127-b1a0-0c321e457b26,Treg
97a44a0b-af9c-4cd1-9187-01fa7610c20b,CD4_T
74cc020b-6d87-4838-9152-0652203165a0,Treg
727df62f-221e-4e63-9185-4ae2cd41af31,Epi
a14fd8f2-053e-4cd2-b1af-6c339ea1858f,Epi
99d7585d-c53d-499b-8ba9-a43f2fc7d76c,Treg
312b5e9c-cbb4-4166-9d76-f1b6a1bbe27b,Epi
305bb988-f80a-4194-a4c0-73c0f6e4c650,Epi
9918841c-1ffe-4d1f-a277-72c85050fd07,Treg
125ccfe8-2e78-4eb6-9773-72e8b7a9f91d,CD4_T
7c241a72-3e5c-4308-b529-138a2e7be358,CD4_T
271e9c14-0a2b-4ef9-a1b8-5ec09a445536,CD4_T
6c275dc5-77dc-4eda-937f-ceb686390934,Epi
9250cf9f-7bff-4c0f-8ba7-65184752a4f1,Epi
2e11a88d-5d32-43ed-bbf3-a5924ce80e66,Epi
a1735d88-c99d-4dc4-bfbe-d394ea594327,Epi
db32fd11-3ffd-44f6-83ae-e4a78490fd69,Epi
43d77ea8-da79-4ea7-9190-58bbf6a44018,Epi
f995d10f-45a2-4fc3-a3f7-326c4da84a76,Epi
cdac7b91-46c1-466f-b488-bb60fae84e80,Epi
538dcc5d-555b-4f37-a31e-3a7c4c939366,Epi
6cca18fb-1633-44a4-a12e-8dcedd286334,Epi
9736c825-50a0-40bb-91cd-de5820e9f53f,Epi
993843cf-b979-47be-a3e7-630fc93aca73,Epi
81128813-e8a3-4465-929c-359abe1f12aa,Epi
e76f8a05-7d2f-45ad-bc0c-0b0344da023c,Epi
1a374527-e068-458a-842f-c564c6b415c4,Epi
7ae6b446-1ea9-4d2f-bea6-7adc7d08d234,Epi
85add76e-cd05-44a4-ba1f-7ebe9b246856,Epi
5033e81a-f183-479e-8dfa-b22860bb50c3,Epi
daeb7b66-497e-4cf3-b43e-818099365ebc,Epi
41b2a6f4-2cb6-4f5f-b768-f1131601b417,Epi
4c5d0874-1792-4303-b131-293adb4c553c,Epi
76a1da66-27bb-47a7-900f-91576b59dd4a,Epi
9b7e9148-4e87-4ba0-848a-402d1beb23ca,Epi
7fb44ce3-f1ef-44aa-bab2-0d37d0f9033d,Epi
d9256fce-d690-41de-9ac6-289888aa1ee9,Epi
794d19cb-b224-4b92-9ff9-b6830ee2d433,Epi
54b4d024-9b67-4ec1-8d3f-0d22ab00e067,Epi
f8929004-0603-4175-aa42-2f8ba38e5e58,Epi
3b03f8b1-cf9e-4305-82e4-fa66f0c62f11,Epi
f1f5479e-3e42-49cb-83e8-756503e53f6e,Epi
34ee86a0-3f72-416f-8d5e-ab96368a9dfe,Epi
d6f80e5c-cd57-4cf8-a761-e0ec5d72964e,Epi
90f5cd3c-4f72-410e-b51d-6706f86f8c02,Epi
447a4970-6c42-489c-ab9f-608814f4d354,Epi
6a5c7f6f-dede-404f-b0a0-5d3d06a13c86,Epi
dff5f83b-1203-43b9-a7c9-6909739c8a91,Epi
31e6665e-a092-460a-b3a6-d6a6020df62f,Epi
942fe49f-bb4b-47f9-927f-84648a1063cf,Epi
06ad8506-4e92-448c-809e-1f9faa3a9482,Epi
7195604c-6575-4589-bba6-193785972d7d,Epi
5de5c83e-086b-4692-bdc8-26e046105a2e,Epi
133b253e-d2d2-42b0-a020-83f730c5883d,Epi
9be6704a-43e0-4ef8-b11d-7ab8b163165e,Epi
e55a71c6-0251-4a98-a558-3f2d06be7ae6,Epi
2469249e-7af7-4448-95bc-22f0aa85c6be,Epi
9fb8bf70-f7ba-4ac9-9569-86618aae15f5,Epi
b279e9e2-24dd-4f5e-9381-00535c111466,Epi
0bad36e5-7d36-4d08-937d-be8ecaf11be1,Epi
74e013c5-1fe4-402d-baa7-5bb3e53338a3,Epi
0d7af24a-2f88-4e8c-b441-193c5f54584f,Epi
e4b14ae0-3160-430f-9097-06cb01455ebf,Epi
98bbf4c2-4eb0-4b9e-823e-2bfc89a3e0f1,Myeloid
07596456-2b1d-49f4-baf0-62efeb70664f,Myeloid
12ba81e1-98f4-4b59-8894-24d2dc826d2e,Myeloid
718da4a0-f6f7-432a-ae9f-51b06c3268b0,Myeloid
88c0038d-fd5e-413b-8952-629b677b2b77,Endothelia
f84c5a94-4d0e-4201-be40-7b1b579eb910,Myeloid
34925cf7-ae21-4953-a106-aff54345257b,Myeloid
6ee67377-ab4b-445a-bf6f-1d3e1b6e601a,Myeloid
1108b8f1-7f97-46de-9d35-81dc7a3bbee2,Myeloid
91c0caef-8dfe-49b1-9b79-2fc838cd863f,CD8_T
05fb3d30-a4e0-4659-82b0-392a4c739fd4,Myeloid
8f0eb951-aadb-4041-980a-1a52344e7455,Myeloid
52ddac36-bb17-48af-9543-b271c300574d,Myeloid
ea444dd9-a869-440f-8779-b046f67b6c34,Endothelia
08b6765f-121d-452c-b662-66980f360235,Myeloid
a0027656-d79d-4dac-816a-7b09c7dae072,Myeloid
091fa339-47cb-44a3-9722-4e04c46033c3,Myeloid
8a564fbb-aeb6-476c-b0e1-0e001db96fc8,Myeloid
e74294db-fdb5-4e8e-95cc-160af89a7132,Myeloid
65f1b823-f76d-4e46-b900-95a61e8319d1,Epi
be3368da-02b6-46a0-b4fc-8392be08c0ab,Epi
820b49fb-987d-404f-9899-fdba12cd4e3a,Epi
bafef850-aacc-4c89-bc0f-3fd8e255b385,Endothelia
dfe91c99-2b2d-4838-bcd7-5223b3e52b81,CD4_T
66f2c275-8cd2-4966-b1ee-85eb0b2b08a7,Epi
e515971a-fabb-4bde-baa0-2d8448eb847d,Endothelia
4a5886fe-b751-420e-8761-e28da04a0b19,Endothelia
2332a3dc-95b0-4397-9ae2-917aea59d114,Epi
d4359061-95b8-4786-b16e-8c382ad7c8ce,Epi
3451a850-1ec7-4a62-bea2-c3083cfe013c,Epi
2a023491-dd60-440c-975a-be0d1d3245b1,Endothelia
8b2fc6c3-1f84-42eb-b9f7-544e9410717e,Epi
02d0ab1d-06f1-43ca-a837-5dfd883c54b8,Epi
e7229618-6efa-4c1d-a6ca-a9b2200914c8,Epi
a8fdfcaa-120b-4741-bf5c-58206bec26d6,Epi
f443f6af-29ab-4d32-a9f1-2fd467347844,Epi
72e69f45-7a72-46f5-8cdf-2c565f27f731,Endothelia
89b0d000-b364-40b0-ab81-6909f2511d64,Epi
0ec12b3c-907c-4575-9c16-c7f32f916d0a,Epi
11fb769e-6629-4655-93e6-3f6eac94a9f2,CD8_T
9bc0d6a7-82b6-43ec-90be-4ec30e1d32c1,Epi
8dfeef66-e48d-4448-a962-b5d5921c0fd8,Endothelia
47a850ca-86e0-4a03-b2dd-663ef82466ae,Epi
9dc9e13f-565c-42d1-8c97-5c1e0c2d764b,Epi
c53bec6e-9d68-4235-a2ca-703ba82b8f3d,Epi
80a6e91d-1e82-4d35-a5c3-f061d404ad8e,Epi
276b215f-c7f4-4b50-89de-39244752111f,Endothelia
fb94fdf2-1e80-42b8-bed0-6dfba71499d4,Epi
15fea8bc-48b7-4db4-88b7-a5c262e1f9a2,Epi
c0658d9a-931c-43bf-ac4e-de68bfab4e85,Epi
c751d666-8536-48b6-ae32-d20770a942d2,Epi
6064bbc4-16be-4ddc-8aef-a638886ce39f,Epi
fd5ab190-8fa7-4f14-afab-cbc60c0a524a,Stroma
f946ec23-fe88-4f77-bd98-d30cca7ce318,Epi
2177ee64-dba8-4eb6-a3a4-ea6330d6c0e1,Epi
f71e486e-bbef-4ccd-a1af-0fa8b9041af8,Endothelia
9ff21af4-fa6b-4d6a-994d-916433ae6c5e,Epi
285737bc-85f2-4e80-8141-65f65c0db42e,Epi
9264a023-fb67-4c63-8e00-b4475b7db576,Epi
4e1526d5-b1e0-4290-9ba2-379277b097e5,Stroma
5df22766-5cf3-4de4-86dd-3734aa038cb4,Epi
7d311a18-72d9-406f-a8d4-6ff53a9e0ee5,Epi
52bf280a-b0b7-46eb-b71c-56bc1454b4bb,Epi
9d7b8b71-7d0d-46a0-8a71-d60540f518c3,Epi
b06090f4-d0c9-45a8-ad26-add5bb91e388,Epi
37c038f2-77e6-49fb-8572-b781c5f99153,Epi
b7ca6f3b-a744-4e38-83ac-4736fb36067e,Epi
807eab4c-8a1a-4a58-9d36-f7a90b7dcff3,Epi
fce45568-7706-4e37-be1b-09e3c7280b0a,Epi
ad3e2ba4-fe77-4749-97f5-0a45826ce2f3,Epi
b1a96aa4-71b4-411f-a2ee-8f583224b564,Epi
93ac7029-e74f-43e9-bab6-9e5b86eb16b0,Epi
9a8e2124-abe3-41f6-ba23-fea2c7b95a61,Epi
471360f4-2cde-4d57-ad41-6ed4da82caa1,Epi
f1b17b25-bb06-4cb5-98eb-5128b2764cda,Epi
c4706c9a-8dcf-404e-b07e-61fe0f12455f,Endothelia
444a91c2-835f-40dc-8974-1119cc3545bb,Epi
59b29a14-376e-4dde-bedd-c5b760da8445,Epi
befae0aa-c090-46eb-a2db-686ed462971c,Epi
05fad075-cbf2-4023-99e3-de7df0e39239,Epi
f5a6259e-26cc-4470-adc3-e431016410dd,Epi
812f372b-eed0-4eed-9388-6d55266d55a3,Epi
e4eaeb13-800a-401e-aba2-5a0d603470d0,Epi
62013788-2ac5-4ff8-a9a6-2632e502404a,Epi
0fab7c97-08d5-4028-b059-cbe5c06e0520,Epi
97893f01-cd4d-4d52-9165-3ddc7f32d4f0,Epi
bf821a61-edf3-402e-a745-0d9726989544,Epi
a001431f-15f0-472c-902e-0646692badb2,Epi
3e9abc60-7ff9-4f24-a919-3ed47e795da4,Epi
d84c49dc-3a97-41d5-916d-2d1c56346746,Epi
0f469c8b-050b-47cc-b8dd-a686d65ea988,Epi
364e0367-edb6-4c02-a91c-8025b12b8c10,Epi
dd3da7dc-bb02-4e27-9605-566d00cf0ff6,Epi
b8c471db-e86a-47c2-a0e4-2478e078665f,Epi
e4028a58-e344-4f21-908b-a22330fae81e,Epi
a2f70b86-a11e-4789-b8e4-3e054ae3a28a,Epi
aa2ebbb0-a7e7-44e3-b6a6-1585fd95e876,Epi
37aac16a-28ee-49d6-b5df-2b9835d2fd21,Epi
73af1c72-2396-4850-9d07-d3f812c87fcb,Epi
9a15df12-ea84-44f3-ae81-f0a496a77627,Epi
bb950474-9b1c-4d53-a05c-3f9c698a23ee,Epi
860a9d71-dfea-4d1a-b8db-576ffbcc5488,Epi
6a73fa90-9a80-457e-a5f7-9f2595806134,Epi
8bc041d9-f207-42cd-9f2f-26da7381c452,Epi
90491435-99e9-464a-83b6-aa0dacfb4307,Epi
0365075c-f1ac-4b0d-91f2-8a538170ed51,Epi
db06f433-e7f1-4470-8972-39df4ca0ea07,Epi
c520deee-7733-4eb3-835d-92004456bc87,Epi
dae2068a-b83f-4e10-9a67-b46515503f85,Epi
ec1746d8-b2de-4526-9860-d818a3330d60,Epi
010c134e-78f4-415d-a490-c04ed39ae15d,Myeloid
d4ac1f9c-03b3-41ee-8714-9c729cfb8a1e,Myeloid
9aadcb32-c09a-4d35-ab73-243bc3f8f5f0,Epi
4daf35d9-f451-4f6d-9e65-9faee2f341a0,Epi
5af5c2e1-3618-4c19-a0bc-ae1eb8f18857,Epi
6e390911-56b0-4631-94ff-1a12c1dcfd47,Epi
e748074e-73e8-46ed-bf56-ea2d06a90d4a,Epi
ca8cbbaf-7f1c-49eb-87e2-a6349a27792b,Epi
acf9155a-9b6a-49c4-895c-3b996378adda,Epi
3e691c4c-2144-4f03-ba89-97886d9e4d73,Epi
7c0d12eb-5ded-45a0-8311-1fb9fc649f23,Epi
a5f5ea6f-c01e-4982-8aa5-dc6ad8919efe,Epi
044a62c5-aa0a-4a4b-a277-8f86b718ddb9,Epi
23987e05-8b2a-4877-9465-ea5e9bb0a2f9,Epi
5aeeb484-5969-422c-bd50-ac96f1e58d6c,Epi
d653ff69-1e9f-4ee4-8672-c41e2fe8cf9c,Epi
2112c908-9ae2-4da0-a1fd-5e1464a85c7c,Epi
6e65ccf6-96b3-42ce-969a-270b9a466d3c,Epi
c0659d70-e727-4589-a78d-4468e3602ca5,Epi
eac03dc8-47fe-4599-b324-1d8ceb22acad,Epi
24f16d07-53d0-40da-b066-2a9939a7be07,Epi
d944fcfc-e737-4255-bfdb-7e93265543e9,Epi
bf7703dc-5311-4a05-b841-a9f5e99abc07,Epi
d0595a00-b9c3-47b3-8000-f76e90aa871f,Epi
a6244e9e-7072-47b0-8d7d-0e00f2df21ad,Epi
e5ac1e27-584e-4dc9-892a-b4b1c405fcec,Epi
66c2825b-23bf-485d-98e5-fe9b0c121101,Epi
d54fe350-4a8c-4a2b-a2ea-4ff805a2bf7a,Epi
3b9c9693-8a5c-4872-817b-60f30080df88,Epi
f07f670d-fded-45cd-80c1-f3889c0970b7,Epi
76c74b51-a757-4078-83d6-1abb3de10e48,Epi
e0b02855-f331-41e1-b969-01d9be0c9556,Epi
9ff948b0-14c6-4051-941b-b1fb655df9ab,Epi
f8c018a4-0368-41c3-832a-413dfd94a0ab,Epi
c7bf612f-2433-41ed-b107-25a50707c52a,Epi
063ee3a5-064a-4b53-b2a5-ac60b4c6acc5,Treg
0f014b03-4f65-44c6-9115-03acc0fde781,CD4_T
65257fbf-19eb-4236-85a4-73cdfbd09707,Treg
16c51785-12a7-48fd-9c50-a94b85c7ca7c,Endothelia
3d6a8a62-e379-4f1d-8fa2-5c24b042155a,Treg
daf599a4-b041-46a2-a237-d504951cb871,CD4_T
6d5b944a-cd01-4c08-b778-e35b677d7f5a,Treg
48ca6dc9-f424-4bd9-b0cd-9ca12324c9ea,CD4_T
61d7197b-9b30-4762-85e0-27d69914bc12,Treg
de04683c-fdfa-441b-95c8-52c5b9cb83cf,CD8_T
6fac7820-d96c-4d8d-9a65-82eb30ba8e0a,CD4_T
95d92b4d-b7e7-4597-8cc1-0ffeb99e476e,Treg
34dede40-800b-4c2c-b59e-156f3d400f43,Endothelia
b44db108-c47f-4adf-be8c-e79a02e09824,Treg
26f206d9-9aa2-4f55-96df-c4a0a0f1eeb6,Endothelia
ab93ac9a-5fcd-41b9-bb1b-7669aafeba13,CD4_T
a95d7bf8-b0e8-4a22-b663-aa5555af7e9f,CD4_T
2f849c11-6c3b-4292-9179-5069865a51f1,Treg
1c110f31-0f87-4a97-9ffc-118bf91d1f38,Endothelia
4abc9848-cf14-4a95-93ee-b7c6187fd120,Treg
b5cf9fc7-de6c-4c17-a6d7-528b30d6f76d,CD4_T
58cc049b-cb41-4e49-aea5-a595d56ae643,CD4_T
e75a5b78-b720-42d2-968d-5e25e4a2b062,CD4_T
b6519372-8294-4dd6-b8cc-267810d89c10,CD4_T
1003bae6-0d55-44d0-b92b-030aef9b971d,Treg
3041b56b-b3c9-485a-b6ce-56789cce9fbb,CD4_T
806fe1d9-4039-4fc3-b448-ffb3fcd11eee,Epi
2037501d-e953-454b-98a3-bd89291104c2,Myeloid
1ea7f73f-7b26-473f-8b16-1416024a6e99,Myeloid
89a284a6-9d1b-4fd4-8143-8599b1410f5a,Myeloid
14cfd1dc-7ea7-4361-b015-0ea548e9fb42,Myeloid
558d2643-1eb0-4f1f-9170-87c69da6a75f,Myeloid
dec6e424-e67c-4334-8023-c2c5a817c210,Epi
6de05dc2-ec21-44c4-978f-cf7fe4402a8f,Epi
e06f773a-740d-4e42-a5aa-ccf394571f79,Myeloid
914d7ce9-4652-4349-9076-d8a89a373017,Epi
a751d6c8-a8b5-4c4d-8440-e08af93da69a,Myeloid
ebba04cb-5bc1-4cc6-82df-e4c6d6935243,Epi
1d7d0bc5-a832-451f-8f8f-7d25c7b15296,Myeloid
c1da8f34-c809-45d2-9fe5-d9b1141f6c9b,Myeloid
df1767c5-d6c8-4cc9-882b-64b41ac8b1be,Epi
c08f217d-3ca8-4148-9daa-5121a93375a3,Myeloid
98313d4e-7a99-457b-aea3-ac8ab9488183,Epi
97037b9a-34ed-4941-b0df-60bc6e09524b,Epi
a846313a-37f6-45b6-88bf-13beb3489205,Myeloid
68f332c0-3146-4e7d-9086-3043161a8354,Myeloid
a05523aa-6261-4d8f-8a3f-ec4fb5a46437,Myeloid
7203067f-d5c2-48ee-9931-f639c67ebedf,Epi
79936637-763d-4a69-b73e-d075bf3ddb8a,Epi
200ce1ac-b9d3-439c-9f33-1cfb78b64e4e,Epi
13ffa561-b659-4c72-80cd-896dc7e215b5,Epi
b9594193-a3df-4ccb-b8f6-d1cf64fc2902,Myeloid
73a4e512-43d3-4841-91e5-fbac119a3901,Epi
34c68a5b-a9e3-4884-833b-c9fc28156755,CD8_T
8839d670-936b-4346-b13b-98c4a6e20ae7,CD8_T
68cd8850-b816-43ec-9993-c880e0408a55,CD8_T
a71374c9-cf88-471b-97c5-e6dd8d611b2e,CD8_T
e8300e15-a333-4b54-b7bf-e0ef4f936190,CD8_T
c54dbafb-0d7f-4494-8e89-dcbf884f89b4,CD8_T
c93f43d0-337c-4b56-b421-54735a1c503d,CD8_T
9f8998bf-dd38-4c23-93d6-16c8bc7fbfd2,Epi
b1c923b5-214c-411c-aa36-480ba1eea191,CD8_T
6e413afa-4c0d-4363-abd3-58e8954cda92,CD8_T
16c22adc-ed40-4ce8-9e85-cb2195e267e8,Epi
a07a72b9-1fbc-478b-87a6-275d61374a6b,CD8_T
56a030e9-26e1-405e-9b0f-3ece61b9b52a,Epi
9e117e44-1662-4f03-9975-bce1772af496,CD8_T
6230f49f-18d5-47d1-be30-61bd0562b6bd,CD8_T
2d7d7b0e-a23a-42bf-a2ad-cfd1eade37fb,Epi
5d385108-6ced-46bf-9733-8bd7070900d7,CD8_T
7294c61d-d4d2-45c9-8fdd-21e9452a1ff1,CD8_T
05a4a3b0-d5db-4cd3-93a5-0b8fad982e17,CD4_T
d35ddc84-8452-4b78-ac2b-92d776070964,Epi
5d2a2963-3ac2-4411-a2a3-c03bc313d049,CD8_T
e31d3091-6d83-44e4-b7b8-badc661384fb,Epi
c57bcab3-12b8-46da-abbf-25240c76a3ae,CD8_T
1bfabf59-a7a6-4850-b9fe-6aee45190b65,CD8_T
25a93e59-263c-499a-b696-b140f1922412,Epi
708009fa-e425-4c8d-b882-332c4843fc2c,Epi
8b0c22de-0026-41b0-a152-170e0445fc97,CD8_T
a6b85ac4-552f-42ad-8e51-dd902047075e,CD8_T
ff271826-46fd-41b5-a10d-2a36dac5a8d4,CD8_T
31101639-4e45-4358-af6e-12297d15b199,CD8_T
0db0a1b1-d225-4372-9407-2cb59e498b47,CD8_T
d0fb94f6-ced8-4b1c-b7fc-e4aff352e219,Epi
8240a6a3-962b-4c68-a990-57ced32b0403,Epi
da658f9c-a5b1-46f8-889a-31a9a4ab1862,CD8_T
a3182729-f1e8-4867-b93b-a7becb9e3f82,CD8_T
8b6f6dc9-93a0-4341-af35-d53ea85511a0,Epi
6a91068c-06f0-4aa0-aa45-8a4009168cd1,Epi
5289abae-e225-4680-959d-d903613d226e,Epi
b5f7a4fe-576b-47e3-aa97-7d60d439ea0f,Epi
29a0966b-b15f-45ef-bc8a-bfa125d1f3d9,CD8_T
21040b9c-26c5-4394-ba8e-c33af569fce0,CD8_T
a6842319-767c-4418-befd-e7154eea31f0,CD8_T
07bac9d4-8407-477f-9752-8d2ee607c0b3,CD8_T
2aba0697-98dd-445a-a6f7-77c6cb606a49,CD4_T
43d1f143-7217-43ba-82e3-8ad18e69df58,CD8_T
0e308517-cd17-40f1-ad3b-f42a29c44942,CD8_T
90e9104a-42cb-446d-9592-4267f98ccee2,CD8_T
fdbcea1f-99c3-4822-97e8-0874c1d91773,CD8_T
e984d3ee-f5f3-4d39-8763-47dbfe574090,CD8_T
b26f3393-bee6-4ee8-9aed-21ec5c15e44f,CD8_T
84eb4183-470c-4f87-a722-f73b3826246a,CD4_T
d7f2931b-eaa6-428f-a3ca-756e29439ed7,CD8_T
1c01e759-e376-4251-b7fc-a81741677696,CD8_T
67f96460-8be0-4155-a251-727ebd9cc260,CD8_T
9be323ab-dc9b-498f-b3a8-c16cb0191372,CD8_T
bcc1a4d0-a42e-4694-9bb5-b136fdac0741,CD8_T
12587d92-7fc2-4262-b8c7-a80b99f5d1a4,CD8_T
d33559fb-aa37-40cd-a9fb-ed5cf432d93d,Myeloid
292900dd-587f-4816-9ff3-015eaed05903,CD8_T
24256ce4-2a47-4a87-80f5-e89c04392b2a,CD8_T
e71b3ab5-50c3-4915-b54d-377febecfa80,CD8_T
f760fd7a-5f1c-4134-a302-ac491984775f,CD8_T
b6e0a453-b5d0-4883-af5c-72d7aa95b7c1,CD8_T
a883dd66-53b7-4ef0-b59f-b44bce8478e8,CD8_T
a28cf752-6206-4853-bb58-c946e0bb3fef,CD8_T
42710fbc-2d3f-47c2-8642-106a64c56ebb,CD8_T
bee6f919-a4c9-4636-90db-e1582380078a,Epi
fc722842-34aa-4673-ba4e-9eb17a6e75d0,Epi
cae74345-926e-422e-81ea-4e62fc69905b,CD8_T
d9e81d5f-2d1e-4e83-a6e5-d48468a28c4c,CD8_T
bcd23b49-99e0-4755-837d-14aec6dbf9a9,CD8_T
16f62c66-a87d-43ae-a29b-da070f34e73d,CD8_T
cb58bce0-98c5-410e-8563-46b24ee71700,CD8_T
25d52e81-8366-4da2-b64f-3baa54f90aa0,CD8_T
267a6d21-3938-4d86-a99a-8ffec4e56396,CD8_T
df09b9d2-38d1-4d43-b72f-9248bfc5200e,CD8_T
b16fff48-c798-4d44-90d0-e4055acc42f4,Epi
773a0c08-9a11-475e-920c-db79ec523b97,CD8_T
47ef5475-1498-496c-a97e-220187bc42ae,CD8_T
6109a14b-836f-44ab-8870-22b9dcc25584,CD8_T
71dc9533-f81c-4296-8f20-3148d792c743,CD8_T
be711ca0-ea95-4fb8-9b40-f4318ba20e63,CD8_T
cbe089bd-1b5d-4d79-a7cc-393f07e622d0,CD8_T
6953d1c2-e87f-4d90-a041-833399a38bc0,CD8_T
196d0a3d-77c0-422a-b7ce-b0b841913711,Epi
eae4f671-c12f-4462-9dc3-07c77f749072,Myeloid
11ec8f2e-e930-4f40-b7d5-b9748ac46373,Epi
4f3f9938-19ae-4770-bae6-245bf5a5dbf9,Myeloid
6cf6d212-1980-4de8-bfc4-de9cae7fc89e,Epi
58043203-7cf0-4d1d-90ab-01f7747170a5,Myeloid
4f5379ab-8d71-45d2-b5b3-72657e560cb1,Epi
98c7824c-5d71-4d9e-b16a-ca870256f78c,Epi
eef6826f-df53-479d-91e4-64b219a70c6c,Myeloid
389307cf-21da-4610-a448-8154a570f7c5,Myeloid
df39381c-4bdb-44af-b66c-565fb1787dcf,Myeloid
